Date,High,Low,Open,Close,Volume,Adj Close
2019-06-07,79.22000122070312,77.45999908447266,78.6500015258789,77.9800033569336,1687700.0,77.4940185546875
2019-06-10,78.1500015258789,76.72000122070312,77.86000061035156,77.29000091552734,812800.0,76.80831146240234
2019-06-11,77.41999816894531,76.38999938964844,77.06999969482422,76.69000244140625,1250600.0,76.2120590209961
2019-06-12,77.3499984741211,76.66000366210938,76.69999694824219,76.79000091552734,915400.0,76.31143188476562
2019-06-13,77.2300033569336,76.26000213623047,76.95999908447266,76.94000244140625,836800.0,76.46049499511719
2019-06-14,77.80000305175781,76.72000122070312,77.11000061035156,77.16000366210938,1081100.0,76.67913055419922
2019-06-17,77.47000122070312,76.66999816894531,77.3499984741211,77.33000183105469,1156600.0,76.84806823730469
2019-06-18,77.7300033569336,75.61000061035156,77.70999908447266,76.33000183105469,1685900.0,75.85430145263672
2019-06-19,76.37000274658203,74.94999694824219,75.98999786376953,76.19000244140625,1389700.0,75.71517181396484
2019-06-20,77.01000213623047,75.88999938964844,76.29000091552734,76.36000061035156,1519400.0,75.88410949707031
2019-06-21,76.55999755859375,75.87999725341797,76.47000122070312,75.94000244140625,1539200.0,75.46673583984375
2019-06-24,76.5199966430664,75.87000274658203,76.36000061035156,76.12000274658203,1349600.0,75.64561462402344
2019-06-25,76.30999755859375,75.2699966430664,76.0999984741211,75.2699966430664,1187700.0,74.80089569091797
2019-06-26,75.08000183105469,72.72000122070312,74.8499984741211,72.72000122070312,2207900.0,72.26679992675781
2019-06-27,73.54000091552734,72.47000122070312,72.83000183105469,73.13999938964844,1572500.0,72.68417358398438
2019-06-28,73.91999816894531,72.66999816894531,73.41999816894531,73.05999755859375,2034300.0,72.60467529296875
2019-07-01,73.68000030517578,72.5,73.23999786376953,73.55000305175781,1627400.0,73.09162902832031
2019-07-02,74.08000183105469,73.44000244140625,73.75,73.86000061035156,1270900.0,73.39969635009766
2019-07-03,75.12999725341797,73.79000091552734,73.79000091552734,75.04000091552734,1465300.0,74.57234191894531
2019-07-05,74.93000030517578,73.76000213623047,74.73999786376953,74.33000183105469,698500.0,73.86676025390625
2019-07-08,74.91999816894531,73.7699966430664,74.48999786376953,74.06999969482422,1008700.0,73.60838317871094
2019-07-09,74.08000183105469,71.63999938964844,73.94999694824219,73.69000244140625,2292000.0,73.23075103759766
2019-07-10,74.77999877929688,73.75,73.91999816894531,74.37000274658203,1687800.0,73.9065170288086
2019-07-11,75.3499984741211,74.31999969482422,74.51000213623047,75.0999984741211,1224700.0,74.63196563720703
2019-07-12,75.47000122070312,74.72000122070312,75.30000305175781,75.29000091552734,1096800.0,74.82078552246094
2019-07-15,75.72000122070312,74.9800033569336,75.43000030517578,75.27999877929688,822700.0,74.81084442138672
2019-07-16,75.88999938964844,75.0999984741211,75.5,75.3499984741211,1011400.0,74.88040161132812
2019-07-17,75.80999755859375,75.30999755859375,75.54000091552734,75.41000366210938,820500.0,74.94003295898438
2019-07-18,76.77999877929688,75.0,75.33999633789062,76.62999725341797,1620200.0,76.15242767333984
2019-07-19,76.83999633789062,75.5,76.62999725341797,75.5199966430664,1211700.0,75.0493392944336
2019-07-22,75.9800033569336,75.05999755859375,75.55000305175781,75.36000061035156,744400.0,74.89034271240234
2019-07-23,75.98999786376953,74.80000305175781,75.91999816894531,75.0,806300.0,74.53258514404297
2019-07-24,75.11000061035156,73.69000244140625,74.91000366210938,74.01000213623047,1053900.0,73.54875946044922
2019-07-25,74.79000091552734,73.37000274658203,73.62000274658203,74.4800033569336,1075800.0,74.01583099365234
2019-07-26,75.94999694824219,74.30000305175781,74.8499984741211,75.83999633789062,755200.0,75.36734771728516
2019-07-29,76.4800033569336,75.47000122070312,75.83000183105469,76.12000274658203,773200.0,75.64561462402344
2019-07-30,77.11000061035156,76.05999755859375,76.6500015258789,76.62999725341797,1540200.0,76.15242767333984
2019-07-31,77.56999969482422,75.02999877929688,76.25,75.44000244140625,1728800.0,74.9698486328125
2019-08-01,75.4800033569336,73.06999969482422,75.08999633789062,74.33000183105469,1815700.0,73.86676025390625
2019-08-02,74.9000015258789,73.94000244140625,74.37999725341797,74.31999969482422,1204300.0,73.85682678222656
2019-08-05,75.0999984741211,73.62000274658203,74.19000244140625,74.13999938964844,2071600.0,73.67794799804688
2019-08-06,75.0999984741211,73.6500015258789,74.19000244140625,74.66000366210938,1564300.0,74.19470977783203
2019-08-07,76.23999786376953,74.58999633789062,74.75,75.87999725341797,1223400.0,75.4071044921875
2019-08-08,77.22000122070312,75.12000274658203,75.79000091552734,77.19999694824219,1074700.0,76.7188720703125
2019-08-09,77.83999633789062,76.30999755859375,77.37999725341797,76.69000244140625,1171200.0,76.2120590209961
2019-08-12,77.44000244140625,76.5,76.80999755859375,77.01000213623047,1257400.0,76.53006744384766
2019-08-13,78.47000122070312,77.0,77.06999969482422,78.43000030517578,1620800.0,77.94120788574219
2019-08-14,78.98999786376953,77.62999725341797,77.97000122070312,77.66999816894531,1596900.0,77.41098022460938
2019-08-15,79.33999633789062,78.02999877929688,78.02999877929688,78.98999786376953,1087300.0,78.72657775878906
2019-08-16,79.80000305175781,79.0,79.31999969482422,79.69999694824219,1172600.0,79.43421173095703
2019-08-19,80.98999786376953,78.7300033569336,80.0,79.69000244140625,1725300.0,79.42424774169922
2019-08-20,79.93000030517578,78.05000305175781,79.80000305175781,78.23999786376953,1586700.0,77.97908020019531
2019-08-21,79.2300033569336,78.22000122070312,78.44999694824219,78.88999938964844,864500.0,78.62691497802734
2019-08-22,79.5199966430664,78.69999694824219,78.98999786376953,79.31999969482422,568200.0,79.05548095703125
2019-08-23,79.95999908447266,78.13999938964844,79.2300033569336,78.5,990100.0,78.23822021484375
2019-08-26,79.31999969482422,78.45999908447266,78.77999877929688,79.1500015258789,872400.0,78.88604736328125
2019-08-27,80.01000213623047,79.37000274658203,79.41999816894531,79.72000122070312,1512500.0,79.45414733886719
2019-08-28,80.38999938964844,79.44000244140625,79.94999694824219,80.27999877929688,1287800.0,80.01227569580078
2019-08-29,80.69999694824219,78.88999938964844,80.56999969482422,79.93000030517578,1001100.0,79.66344451904297
2019-08-30,80.66999816894531,79.6500015258789,80.36000061035156,79.77999877929688,901500.0,79.51394653320312
2019-09-03,80.55999755859375,79.52999877929688,79.55999755859375,79.87000274658203,1275900.0,79.60365295410156
2019-09-04,80.33000183105469,79.73999786376953,79.73999786376953,80.19000244140625,922900.0,79.9225845336914
2019-09-05,79.87999725341797,75.37000274658203,79.80000305175781,77.5,4867100.0,77.2415542602539
2019-09-06,77.7300033569336,75.4000015258789,77.44000244140625,75.9000015258789,3316300.0,75.64688873291016
2019-09-09,75.54000091552734,72.83999633789062,75.54000091552734,73.63999938964844,3285300.0,73.39442443847656
2019-09-10,72.98999786376953,71.06999969482422,72.98999786376953,71.58000183105469,3907000.0,71.34129333496094
2019-09-11,72.30999755859375,69.97000122070312,70.5999984741211,71.87000274658203,3589300.0,71.63033294677734
2019-09-12,74.04000091552734,72.4800033569336,73.08999633789062,72.6500015258789,3175100.0,72.40773010253906
2019-09-13,73.19000244140625,71.63999938964844,72.3499984741211,71.9800033569336,2907200.0,71.73995971679688
2019-09-16,72.55000305175781,70.69999694824219,72.05000305175781,72.37999725341797,2829700.0,72.13862609863281
2019-09-17,73.61000061035156,72.63999938964844,72.93000030517578,72.75,2614400.0,72.50739288330078
2019-09-18,73.18000030517578,72.19000244140625,73.13999938964844,72.80999755859375,2678900.0,72.56719207763672
2019-09-19,73.25,72.69000244140625,72.80999755859375,72.7699966430664,1685700.0,72.5273208618164
2019-09-20,73.18000030517578,72.6500015258789,73.06999969482422,72.80000305175781,2318200.0,72.5572280883789
2019-09-23,73.81999969482422,73.04000091552734,73.08999633789062,73.3499984741211,1838400.0,73.10539245605469
2019-09-24,74.31999969482422,72.52999877929688,73.6500015258789,73.83999633789062,1834300.0,73.59375
2019-09-25,74.08000183105469,72.9800033569336,73.83999633789062,73.41999816894531,1474100.0,73.17515563964844
2019-09-26,74.88999938964844,73.51000213623047,73.75,74.63999938964844,1289100.0,74.3910903930664
2019-09-27,76.69999694824219,74.83000183105469,76.22000122070312,75.66000366210938,1983900.0,75.4076919555664
